"name","year","permanent_country","company","main_industry","annual_income","birth_year","sector"
"Jim Davis",2017,"United States-Massachusetts-Newton","New Balance","Manufacturing",1.53e+08,1944,"Industrial Goods and Services"
"Jim Davis",2018,"United States-Massachusetts-Newton","New Balance","Manufacturing",151845000,1944,"Industrial Goods and Services"
"Jim Davis",2019,"United States-Massachusetts-Newton","New Balance","Manufacturing",157080000,1944,"Industrial Goods and Services"
"Jim Davis",2020,"United States-Massachusetts-Newton","New Balance","Manufacturing",129297000,1944,"Industrial Goods and Services"
"Jim Davis",2021,"United States-Massachusetts-Newton","New Balance","Manufacturing",182160000,1944,"Industrial Goods and Services"
"Jim Davis",2022,"United States-Massachusetts-Newton","New Balance","Manufacturing",139320000,1944,"Industrial Goods and Services"
"Jim Davis",2015,"United States-Massachusetts-Newton;United States-Maryland","Allegis","Service",33627000,1960,"Industrial Goods and Services"
"Jim Davis",2016,"United States-Massachusetts-Newton;United States-Maryland","Allegis","Service",36684000,1960,"Industrial Goods and Services"
"Jim Davis",2017,"United States-Massachusetts-Newton;United States-Maryland","Allegis","Service",7.5e+07,1960,"Industrial Goods and Services"
"Jim Davis",2018,"United States-Massachusetts-Newton;United States-Maryland","Allegis","Service",80220000,1960,"Industrial Goods and Services"
"Jim Davis",2019,"United States-Massachusetts-Newton;United States-Maryland","Allegis","Service",78540000,1960,"Industrial Goods and Services"
"Jim Davis",2020,"United States-Massachusetts-Newton;United States-Maryland","Allegis","Service",71526000,1960,"Industrial Goods and Services"
"Jim Davis",2021,"United States-Massachusetts-Newton;United States-Maryland","Allegis","Service",89760000,1960,"Industrial Goods and Services"
"Jim Davis",2022,"United States-Massachusetts-Newton;United States-Maryland","Allegis","Service",110940000,1960,"Industrial Goods and Services"
"Jim Justice, II.",2012,"","","Energy",37440000,1952,"Energy and Utilities"
"Jim Justice, II.",2013,"","","Energy",52428000,1952,"Energy and Utilities"
"Jim Justice, II.",2014,"","","Energy",48576000,1952,"Energy and Utilities"
"Jim Justice, II.",2015,"","","Energy",51968999,1952,"Energy and Utilities"
"Jim Justice, II.",2016,"","","Energy",48911999,1952,"Energy and Utilities"
"Jim Justice, II.",2017,"","","Energy",4.8e+07,1952,"Energy and Utilities"
"Jim Justice, II.",2018,"","","Energy",48705000,1952,"Energy and Utilities"
"Jim Justice, II.",2019,"","","Energy",42075000,1952,"Energy and Utilities"
"Jim Justice, II.",2020,"","","Energy",33012000,1952,"Energy and Utilities"
"Jim Kavanaugh",2019,"USA-Missouri","World Wide Technology","Technology",53295000,1963,"Technology"
"Jim Kavanaugh",2020,"USA-Missouri","World Wide Technology","Technology",60522000,1963,"Technology"
"Jim Kavanaugh",2021,"USA-Missouri","World Wide Technology","Technology",60720000,1963,"Technology"
"Jim Kavanaugh",2022,"USA-Missouri","World Wide Technology","Technology",87720000,1963,"Technology"
"Jim Kennedy",2008,"United States-Georgia-Atlanta","Cox Enterprises;Cox Enterprise","Media & Entertainment",209979000,1948,"Media and Communications"
"Jim Kennedy",2009,"United States-Georgia-Atlanta","Cox Enterprises;Cox Enterprise","Media & Entertainment",148770000,1948,"Media and Communications"
"Jim Kennedy",2010,"United States-Georgia-Atlanta","Cox Enterprises;Cox Enterprise","Media & Entertainment",163650000,1948,"Media and Communications"
"Jim Kennedy",2011,"United States-Georgia-Atlanta","Cox Enterprises;Cox Enterprise","Media & Entertainment",214668000,1948,"Media and Communications"
"Jim Kennedy",2012,"United States-Georgia-Atlanta","Cox Enterprises;Cox Enterprise","Media & Entertainment",196560000,1948,"Media and Communications"
"Jim Kennedy",2013,"United States-Georgia-Atlanta","Cox Enterprises;Cox Enterprise","Media & Entertainment",185040000,1948,"Media and Communications"
"Jim Kennedy",2014,"United States-Georgia-Atlanta","Cox Enterprises;Cox Enterprise","Media & Entertainment",233772000,1948,"Media and Communications"
"Jim Kennedy",2015,"United States-Georgia-Atlanta","Cox Enterprises;Cox Enterprise","Media & Entertainment",259844999,1948,"Media and Communications"
"Jim Kennedy",2016,"United States-Georgia-Atlanta","Cox Enterprises;Cox Enterprise","Media & Entertainment",296529000,1948,"Media and Communications"
"Jim Kennedy",2017,"United States-Georgia-Atlanta","Cox Enterprises;Cox Enterprise","Media & Entertainment",3.66e+08,1948,"Media and Communications"
"Jim Kennedy",2018,"United States-Georgia-Atlanta","Cox Enterprises;Cox Enterprise","Media & Entertainment",372450000,1948,"Media and Communications"
"Jim Kennedy",2019,"United States-Georgia-Atlanta","Cox Enterprises;Cox Enterprise","Media & Entertainment",260865000,1948,"Media and Communications"
"Jim Kennedy",2020,"United States-Georgia-Atlanta","Cox Enterprises;Cox Enterprise","Media & Entertainment",209076000,1948,"Media and Communications"
"Jim Kennedy",2021,"United States-Georgia-Atlanta","Cox Enterprises;Cox Enterprise","Media & Entertainment",248160000,1948,"Media and Communications"
"Jim Kennedy",2022,"United States-Georgia-Atlanta","Cox Enterprises;Cox Enterprise","Media & Entertainment",201240000,1948,"Media and Communications"
"Jim Koch",2014,"United States-Ohio","Boston Beer","Food & Beverage",30360000,1950,"Agriculture and Food Production"
"Jim Koch",2015,"United States-Ohio","Boston Beer","Food & Beverage",39741000,1950,"Agriculture and Food Production"
"Jim Koch",2019,"United States-Ohio","Boston Beer","Food & Beverage",30855000,1950,"Agriculture and Food Production"
"Jim Koch",2020,"United States-Ohio","Boston Beer","Food & Beverage",35763000,1950,"Agriculture and Food Production"
"Jim Koch",2021,"United States-Ohio","Boston Beer","Food & Beverage",87120000,1950,"Agriculture and Food Production"
"Jim Koch",2022,"United States-Ohio","Boston Beer","Food & Beverage",41280000,1950,"Agriculture and Food Production"
"Jim McKelvey",2019,"USA-St. Louis","Square","Technology",42075000,1966,"Technology"
"Jim McKelvey",2021,"USA-St. Louis","Square","Technology",92400000,1966,"Technology"
"Jim McKelvey",2022,"USA-St. Louis","Square","Technology",51600000,1966,"Technology"
"Jim Pattison",2002,"Canada-British Columbia-Vancouver","Jim Pattison;Jim Pattison Group","Diversified",80220000,1929,"Diversified"
"Jim Pattison",2003,"Canada-British Columbia-Vancouver","Jim Pattison;Jim Pattison Group","Diversified",84414000,1929,"Diversified"
"Jim Pattison",2004,"Canada-British Columbia-Vancouver","Jim Pattison;Jim Pattison Group","Diversified",165876000,1929,"Diversified"
"Jim Pattison",2005,"Canada-British Columbia-Vancouver","Jim Pattison;Jim Pattison Group","Diversified",167328000,1929,"Diversified"
"Jim Pattison",2006,"Canada-British Columbia-Vancouver","Jim Pattison;Jim Pattison Group","Diversified",119909999,1929,"Diversified"
"Jim Pattison",2007,"Canada-British Columbia-Vancouver","Jim Pattison;Jim Pattison Group","Diversified",129618000,1929,"Diversified"
"Jim Pattison",2008,"Canada-British Columbia-Vancouver","Jim Pattison;Jim Pattison Group","Diversified",183315000,1929,"Diversified"
"Jim Pattison",2009,"Canada-British Columbia-Vancouver","Jim Pattison;Jim Pattison Group","Diversified",69426000,1929,"Diversified"
"Jim Pattison",2010,"Canada-British Columbia-Vancouver","Jim Pattison;Jim Pattison Group","Diversified",130920000,1929,"Diversified"
"Jim Pattison",2011,"Canada-British Columbia-Vancouver","Jim Pattison;Jim Pattison Group","Diversified",185832000,1929,"Diversified"
"Jim Pattison",2012,"Canada-British Columbia-Vancouver","Jim Pattison;Jim Pattison Group","Diversified",134160000,1929,"Diversified"
"Jim Pattison",2013,"Canada-British Columbia-Vancouver","Jim Pattison;Jim Pattison Group","Diversified",169620000,1929,"Diversified"
"Jim Pattison",2014,"Canada-British Columbia-Vancouver","Jim Pattison;Jim Pattison Group","Diversified",221628000,1929,"Diversified"
"Jim Pattison",2015,"Canada-British Columbia-Vancouver","Jim Pattison;Jim Pattison Group","Diversified",229274999,1929,"Diversified"
"Jim Pattison",2016,"Canada-British Columbia-Vancouver","Jim Pattison;Jim Pattison Group","Diversified",137565000,1929,"Diversified"
"Jim Pattison",2017,"Canada-British Columbia-Vancouver","Jim Pattison;Jim Pattison Group","Diversified",1.68e+08,1929,"Diversified"
"Jim Pattison",2018,"Canada-British Columbia-Vancouver","Jim Pattison;Jim Pattison Group","Diversified",197685000,1929,"Diversified"
"Jim Pattison",2019,"Canada-British Columbia-Vancouver","Jim Pattison;Jim Pattison Group","Diversified",168300000,1929,"Diversified"
"Jim Pattison",2020,"Canada-British Columbia-Vancouver","Jim Pattison;Jim Pattison Group","Diversified",118293000,1929,"Diversified"
"Jim Pattison",2021,"Canada-British Columbia-Vancouver","Jim Pattison;Jim Pattison Group","Diversified",253440000,1929,"Diversified"
"Jim Pattison",2022,"Canada-British Columbia-Vancouver","Jim Pattison;Jim Pattison Group","Diversified",314760000,1929,"Diversified"
"Jim Simons",2005,"United States-New York-New York","Renaissance Technologies","Finance & Investments",87150000,1939,"Finance and Insurance"
"Jim Simons",2006,"United States-New York-New York","Renaissance Technologies","Finance & Investments",89075999,1939,"Finance and Insurance"
"Jim Simons",2007,"United States-New York-New York","Renaissance Technologies","Finance & Investments",136440000,1939,"Finance and Insurance"
"Jim Simons",2008,"United States-New York-New York","Renaissance Technologies","Finance & Investments",183315000,1939,"Finance and Insurance"
"Jim Simons",2009,"United States-New York-New York","Renaissance Technologies","Finance & Investments",264480000,1939,"Finance and Insurance"
"Jim Simons",2010,"United States-New York-New York","Renaissance Technologies","Finance & Investments",278205000,1939,"Finance and Insurance"
"Jim Simons",2011,"United States-New York-New York","Renaissance Technologies","Finance & Investments",339624000,1939,"Finance and Insurance"
"Jim Simons",2012,"United States-New York-New York","Renaissance Technologies","Finance & Investments",333840000,1939,"Finance and Insurance"
"Jim Simons",2013,"United States-New York-New York","Renaissance Technologies","Finance & Investments",360828000,1939,"Finance and Insurance"
"Jim Simons",2014,"United States-New York-New York","Renaissance Technologies","Finance & Investments",379500000,1939,"Finance and Insurance"
"Jim Simons",2015,"United States-New York-New York","Renaissance Technologies","Finance & Investments",427979999,1939,"Finance and Insurance"
"Jim Simons",2016,"United States-New York-New York","Renaissance Technologies","Finance & Investments",473834999,1939,"Finance and Insurance"
"Jim Simons",2017,"United States-New York-New York","Renaissance Technologies","Finance & Investments",5.4e+08,1939,"Finance and Insurance"
"Jim Simons",2018,"United States-New York-New York","Renaissance Technologies","Finance & Investments",5.73e+08,1939,"Finance and Insurance"
"Jim Simons",2019,"United States-New York-New York","Renaissance Technologies","Finance & Investments",603075000,1939,"Finance and Insurance"
"Jim Simons",2020,"United States-New York-New York","Renaissance Technologies","Finance & Investments",594216000,1939,"Finance and Insurance"
"Jim Simons",2021,"United States-New York-New York","Renaissance Technologies","Finance & Investments",649440000,1939,"Finance and Insurance"
"Jim Simons",2022,"United States-New York-New York","Renaissance Technologies","Finance & Investments",737880000,1939,"Finance and Insurance"
"Jim Thompson",2013,"","","Logistics",30840000,1940,"Industrial Goods and Services"
"Jim Thompson",2014,"","","Logistics",30360000,1940,"Industrial Goods and Services"
"Jim Thompson",2015,"","","Logistics",45854999,1940,"Industrial Goods and Services"
"Jim Thompson",2016,"","","Logistics",45854999,1940,"Industrial Goods and Services"
"Jim Thompson",2017,"","","Logistics",4.5e+07,1940,"Industrial Goods and Services"
"Jim Thompson",2018,"","","Logistics",42975000,1940,"Industrial Goods and Services"
"Jim Thompson",2019,"","","Logistics",44880000,1940,"Industrial Goods and Services"
"Jim Thompson",2020,"","","Logistics",33012000,1940,"Industrial Goods and Services"
"Jim Thompson",2021,"","","Logistics",36960000,1940,"Industrial Goods and Services"
"Jim Thompson",2022,"","","Logistics",33540000,1940,"Industrial Goods and Services"
"Jim Walton",2002,"United States-Arkansas-Bentonville","Walmart;Wal-Mart","Fashion & Retail",834288000,1949,"Consumer Goods and Services"
"Jim Walton",2003,"United States-Arkansas-Bentonville","Walmart;Wal-Mart","Fashion & Retail",633105000,1949,"Consumer Goods and Services"
"Jim Walton",2004,"United States-Arkansas-Bentonville","Walmart;Wal-Mart","Fashion & Retail",721200000,1949,"Consumer Goods and Services"
"Jim Walton",2005,"United States-Arkansas-Bentonville","Walmart;Wal-Mart","Fashion & Retail",634452000,1949,"Consumer Goods and Services"
"Jim Walton",2006,"United States-Arkansas-Bentonville","Walmart;Wal-Mart","Fashion & Retail",544734000,1949,"Consumer Goods and Services"
"Jim Walton",2007,"United States-Arkansas-Bentonville","Walmart;Wal-Mart","Fashion & Retail",573048000,1949,"Consumer Goods and Services"
"Jim Walton",2008,"United States-Arkansas-Bentonville","Walmart;Wal-Mart","Fashion & Retail",639936000,1949,"Consumer Goods and Services"
"Jim Walton",2009,"United States-Arkansas-Bentonville","Walmart;Wal-Mart","Fashion & Retail",588468000,1949,"Consumer Goods and Services"
"Jim Walton",2010,"United States-Arkansas-Bentonville","Walmart;Wal-Mart","Fashion & Retail",677511000,1949,"Consumer Goods and Services"
"Jim Walton",2011,"United States-Arkansas-Bentonville","Walmart;Wal-Mart","Fashion & Retail",682452000,1949,"Consumer Goods and Services"
"Jim Walton",2012,"United States-Arkansas-Bentonville","Walmart;Wal-Mart","Fashion & Retail",739440000,1949,"Consumer Goods and Services"
"Jim Walton",2013,"United States-Arkansas-Bentonville","Walmart;Wal-Mart","Fashion & Retail",823428000,1949,"Consumer Goods and Services"
"Jim Walton",2014,"United States-Arkansas-Bentonville","Walmart;Wal-Mart","Fashion & Retail",1053492000,1949,"Consumer Goods and Services"
"Jim Walton",2015,"United States-Arkansas-Bentonville","Walmart;Wal-Mart","Fashion & Retail",1241142000,1949,"Consumer Goods and Services"
"Jim Walton",2016,"United States-Arkansas-Bentonville","Walmart;Wal-Mart","Fashion & Retail",1027151999,1949,"Consumer Goods and Services"
"Jim Walton",2017,"United States-Arkansas-Bentonville","Walmart;Wal-Mart","Fashion & Retail",1.02e+09,1949,"Consumer Goods and Services"
"Jim Walton",2018,"United States-Arkansas-Bentonville","Walmart;Wal-Mart","Fashion & Retail",1329360000,1949,"Consumer Goods and Services"
"Jim Walton",2019,"United States-Arkansas-Bentonville","Walmart;Wal-Mart","Fashion & Retail",1251030000,1949,"Consumer Goods and Services"
"Jim Walton",2020,"United States-Arkansas-Bentonville","Walmart;Wal-Mart","Fashion & Retail",1502046000,1949,"Consumer Goods and Services"
"Jim Walton",2021,"United States-Arkansas-Bentonville","Walmart;Wal-Mart","Fashion & Retail",1589280000,1949,"Consumer Goods and Services"
"Jim Walton",2022,"United States-Arkansas-Bentonville","Walmart;Wal-Mart","Fashion & Retail",1707960000,1949,"Consumer Goods and Services"
"Jimmy Haslam",2013,"United States-Tennessee","Pilot Flying J","Fashion & Retail",55512000,1954,"Consumer Goods and Services"
"Jimmy Haslam",2014,"United States-Tennessee","Pilot Flying J","Fashion & Retail",45540000,1954,"Consumer Goods and Services"
"Jimmy Haslam",2015,"United States-Tennessee","Pilot Flying J","Fashion & Retail",85595999,1954,"Consumer Goods and Services"
"Jimmy Haslam",2016,"United States-Tennessee","Pilot Flying J","Fashion & Retail",70311000,1954,"Consumer Goods and Services"
"Jimmy Haslam",2017,"United States-Tennessee","Pilot Flying J","Fashion & Retail",1.08e+08,1954,"Consumer Goods and Services"
"Jimmy Haslam",2018,"United States-Tennessee","Pilot Flying J","Fashion & Retail",97410000,1954,"Consumer Goods and Services"
"Jimmy Haslam",2019,"United States-Tennessee","Pilot Flying J","Fashion & Retail",75735000,1954,"Consumer Goods and Services"
"Jimmy Haslam",2020,"United States-Tennessee","Pilot Flying J","Fashion & Retail",74277000,1954,"Consumer Goods and Services"
"Jimmy Haslam",2021,"United States-Tennessee","Pilot Flying J","Fashion & Retail",79200000,1954,"Consumer Goods and Services"
"Jimmy Haslam",2022,"United States-Tennessee","Pilot Flying J","Fashion & Retail",98040000,1954,"Consumer Goods and Services"
"Jimmy John Liautaud",2019,"United States-Illinios","Jimmy John's;Jimmy Johns","Food & Beverage",47685000,1964,"Agriculture and Food Production"
"Jimmy John Liautaud",2020,"United States-Illinios","Jimmy John's;Jimmy Johns","Food & Beverage",46767000,1964,"Agriculture and Food Production"
"Jimmy John Liautaud",2021,"United States-Illinios","Jimmy John's;Jimmy Johns","Food & Beverage",44880000,1964,"Agriculture and Food Production"
"Jimmy John Liautaud",2022,"United States-Illinios","Jimmy John's;Jimmy Johns","Food & Beverage",43860000,1964,"Agriculture and Food Production"
"Jin Baofang",2021,"China-Hebei-Yantai","JA Solar;Jinglong","Energy",102960000,1953,"Energy and Utilities"
"Jin Baofang",2022,"China-Hebei-Yantai","JA Solar;Jinglong","Energy",291540000,1953,"Energy and Utilities"
"Jin Huiming",2017,"China-Shanghai","Dahua","Real Estate",3.3e+07,1953,"Construction and Real Estate"
"Jin Huiming",2018,"China-Shanghai","Dahua","Real Estate",34380000,1953,"Construction and Real Estate"
"Jin Huiming",2019,"China-Shanghai","Dahua","Real Estate",30855000,1953,"Construction and Real Estate"
"Jin Huiming",2020,"China-Shanghai","Dahua","Real Estate",27510000,1953,"Construction and Real Estate"
"Jin Huiming",2021,"China-Shanghai","Dahua","Real Estate",47520000,1953,"Construction and Real Estate"
"Jin Lei",2020,"","Balance Medical","Healthcare",44016000,1966,"Healthcare and Pharmaceuticals"
"Jin Lei",2021,"","Balance Medical","Healthcare",81840000,1966,"Healthcare and Pharmaceuticals"
"Jin Lei",2022,"","Balance Medical","Healthcare",38700000,1966,"Healthcare and Pharmaceuticals"
"Jin Lei",2021,"","Changchun High-tech Industries","Healthcare",29040000,1955,"Healthcare and Pharmaceuticals"
"Jin Lei",2022,"","Changchun High-tech Industries","Healthcare",41280000,1955,"Healthcare and Pharmaceuticals"
"Jin Liang",2022,"China-Suzhou","Titan Wind Energy","Green Energy",25800000,1977,"Energy and Utilities"
"Jin Liguo",2022,"China-Guangdong-Shenzhen","Yiheda","Machinery",33540000,1973,"Industrial Goods and Services"
"Jin Xiandong",2021,"China-Zhejiang-Hangzhou","Alibaba","E-Commerce",50159999,1972,"Technology"
"Jin Xiandong",2022,"China-Zhejiang-Hangzhou","Alibaba","E-Commerce",51600000,1972,"Technology"
"Jin Xin",2022,"","","Manufacturing",38700000,1967,"Industrial Goods and Services"
"Jing Huijuan",2022,"China-Shanghai","Labway","Medical Diagnostics",36119999,1971,"Healthcare and Pharmaceuticals"
"Jinxia Chen",2022,"China-Shanghai","Yongjin","Finance & Investments",69660000,1968,"Finance and Insurance"
"Li Jinyuan",2011,"China-Tianjin","Tiens","Health care",38448000,1958,"Healthcare and Pharmaceuticals"
"Jitendra Virwani",2013,"India-Karnataka-Bangalore","Embassy Property Developments","Real Estate",30840000,1966,"Construction and Real Estate"
"Jitendra Virwani",2014,"India-Karnataka-Bangalore","Embassy Property Developments","Real Estate",30360000,1966,"Construction and Real Estate"
"Jitendra Virwani",2015,"India-Karnataka-Bangalore","Embassy Property Developments","Real Estate",48911999,1966,"Construction and Real Estate"
"Jitendra Virwani",2016,"India-Karnataka-Bangalore","Embassy Property Developments","Real Estate",45854999,1966,"Construction and Real Estate"
"Jitendra Virwani",2017,"India-Karnataka-Bangalore","Embassy Property Developments","Real Estate",5.1e+07,1966,"Construction and Real Estate"
"Jitendra Virwani",2018,"India-Karnataka-Bangalore","Embassy Property Developments","Real Estate",63030000,1966,"Construction and Real Estate"
"Jitendra Virwani",2019,"India-Karnataka-Bangalore","Embassy Property Developments","Real Estate",67320000,1966,"Construction and Real Estate"
"Jitendra Virwani",2020,"India-Karnataka-Bangalore","Embassy Property Developments","Real Estate",44016000,1966,"Construction and Real Estate"
"Jitendra Virwani",2021,"India-Karnataka-Bangalore","Embassy Property Developments","Real Estate",60720000,1966,"Construction and Real Estate"
"Jitendra Virwani",2022,"India-Karnataka-Bangalore","Embassy Property Developments","Real Estate",54180000,1966,"Construction and Real Estate"
"Jitse Groen",2020,"Netherlands-Amsterdam","Just Eat Takeaway.com;Takeaway.com","Food & Beverage",33012000,1979,"Agriculture and Food Production"
"Jitse Groen",2021,"Netherlands-Amsterdam","Just Eat Takeaway.com;Takeaway.com","Food & Beverage",36960000,1979,"Agriculture and Food Production"
"J.K. Rowling",2004,"United Kingdom-Scotland-Edinburgh","Novelist","Celebrity",36060000,1966,"na"
"J.K. Rowling",2005,"United Kingdom-Scotland-Edinburgh","Novelist","Celebrity",34860000,1966,"na"
"J.K. Rowling",2006,"United Kingdom-Scotland-Edinburgh","Novelist","Celebrity",34260000,1966,"na"
"J.K. Rowling",2007,"United Kingdom-Scotland-Edinburgh","Novelist","Celebrity",34110000,1966,"na"
"J.K. Rowling",2008,"United Kingdom-Scotland-Edinburgh","Novelist","Celebrity",33330000,1966,"na"
"J.K. Rowling",2009,"United Kingdom-Scotland-Edinburgh","Novelist","Celebrity",33060000,1966,"na"
"J.K. Rowling",2010,"United Kingdom-Scotland-Edinburgh","Novelist","Celebrity",32730000,1966,"na"
"J.K. Rowling",2011,"United Kingdom-Scotland-Edinburgh","Novelist","Celebrity",32040000,1966,"na"
"Joachim Ante",2021,"Denmark-Copenhagen","Unity Software","Technology",47520000,1983,"Technology"
"Joachim Ante",2022,"Denmark-Copenhagen","Unity Software","Technology",38700000,1983,"Technology"
"Joan Tisch",2007,"","Loews","Finance and Investments",126207000,1928,"Finance and Insurance"
"Joan Tisch",2008,"","Loews","Finance and Investments",133320000,1928,"Finance and Insurance"
"Joan Tisch",2009,"","Loews","Finance and Investments",79344000,1928,"Finance and Insurance"
"Joan Tisch",2010,"","Loews","Finance and Investments",88371000,1928,"Finance and Insurance"
"Joan Tisch",2011,"","Loews","Finance and Investments",89712000,1928,"Finance and Insurance"
"Joan Tisch",2012,"","Loews","Finance and Investments",81120000,1928,"Finance and Insurance"
"Joan Tisch",2013,"","Loews","Finance and Investments",89436000,1928,"Finance and Insurance"
"Joan Tisch",2014,"","Loews","Finance and Investments",85008000,1928,"Finance and Insurance"
"Joan Tisch",2015,"","Loews","Finance and Investments",97823999,1928,"Finance and Insurance"
"Joan Tisch",2016,"","Loews","Finance and Investments",100880999,1928,"Finance and Insurance"
"Joan Tisch",2017,"","Loews","Finance and Investments",1.14e+08,1928,"Finance and Insurance"
"Joao Alves de Queiroz Filho",2010,"Brazil-Sao Paulo","Hypera Pharma;Hypermarcas","Diversified",52368000,1953,"Diversified"
"Joao Alves de Queiroz Filho",2011,"Brazil-Sao Paulo","Hypera Pharma;Hypermarcas","Diversified",44856000,1953,"Diversified"
"Joao Alves de Queiroz Filho",2012,"Brazil-Sao Paulo","Hypera Pharma;Hypermarcas","Diversified",53040000,1953,"Diversified"
"Joao Alves de Queiroz Filho",2013,"Brazil-Sao Paulo","Hypera Pharma;Hypermarcas","Diversified",64764000,1953,"Diversified"
"Joao Alves de Queiroz Filho",2014,"Brazil-Sao Paulo","Hypera Pharma;Hypermarcas","Diversified",42504000,1953,"Diversified"
"Joao Alves de Queiroz Filho",2015,"Brazil-Sao Paulo","Hypera Pharma;Hypermarcas","Diversified",36684000,1953,"Diversified"
"Joao Alves de Queiroz Filho",2017,"Brazil-Sao Paulo","Hypera Pharma;Hypermarcas","Diversified",4.2e+07,1953,"Diversified"
"Joao Alves de Queiroz Filho",2018,"Brazil-Sao Paulo","Hypera Pharma;Hypermarcas","Diversified",57300000,1953,"Diversified"
"Joao Alves de Queiroz Filho",2019,"Brazil-Sao Paulo","Hypera Pharma;Hypermarcas","Diversified",50490000,1953,"Diversified"
"Joao Alves de Queiroz Filho",2020,"Brazil-Sao Paulo","Hypera Pharma;Hypermarcas","Diversified",33012000,1953,"Diversified"
"Joao Alves de Queiroz Filho",2021,"Brazil-Sao Paulo","Hypera Pharma;Hypermarcas","Diversified",50160000,1953,"Diversified"
"Joao Alves de Queiroz Filho",2022,"Brazil-Sao Paulo","Hypera Pharma;Hypermarcas","Diversified",28380000,1953,"Diversified"
"Joao Moreira Salles",2011,"Brazil-Rio De Janeiro","Itau Unibanco","Diversified",83304000,1962,"Diversified"
"Joao Moreira Salles",2012,"Brazil-Rio De Janeiro","Itau Unibanco","Diversified",84240000,1962,"Diversified"
"Joao Moreira Salles",2014,"Brazil-Rio De Janeiro","Itau Unibanco","Diversified",88044000,1962,"Diversified"
"Joao Moreira Salles",2015,"Brazil-Rio De Janeiro","Itau Unibanco","Diversified",64196999,1962,"Diversified"
"Joao Moreira Salles",2016,"Brazil-Rio De Janeiro","Itau Unibanco","Diversified",85595999,1962,"Diversified"
"Joao Moreira Salles",2017,"Brazil-Rio De Janeiro","Itau Unibanco","Diversified",9.6e+07,1962,"Diversified"
"Joao Moreira Salles",2018,"Brazil-Rio De Janeiro","Itau Unibanco","Diversified",143250000,1962,"Diversified"
"Joao Moreira Salles",2019,"Brazil-Rio De Janeiro","Itau Unibanco","Diversified",86955000,1962,"Diversified"
"Joao Moreira Salles",2020,"Brazil-Rio De Janeiro","Itau Unibanco","Diversified",52269000,1962,"Diversified"
"Joao Moreira Salles",2021,"Brazil-Rio De Janeiro","Itau Unibanco","Diversified",60720000,1962,"Diversified"
"Joao Moreira Salles",2022,"Brazil-Rio De Janeiro","Itau Unibanco","Diversified",46440000,1962,"Diversified"
"Joao Roberto Marinho",2013,"Brazil-Rio de Janeiro","Grupo Globo;Rede Globo","Media & Entertainment",268308000,1954,"Media and Communications"
"Joao Roberto Marinho",2014,"Brazil-Rio de Janeiro","Grupo Globo;Rede Globo","Media & Entertainment",276276000,1954,"Media and Communications"
"Joao Roberto Marinho",2015,"Brazil-Rio de Janeiro","Grupo Globo;Rede Globo","Media & Entertainment",250673999,1954,"Media and Communications"
"Joao Roberto Marinho",2016,"Brazil-Rio de Janeiro","Grupo Globo;Rede Globo","Media & Entertainment",131450999,1954,"Media and Communications"
"Joao Roberto Marinho",2017,"Brazil-Rio de Janeiro","Grupo Globo;Rede Globo","Media & Entertainment",1.11e+08,1954,"Media and Communications"
"Joao Roberto Marinho",2018,"Brazil-Rio de Janeiro","Grupo Globo;Rede Globo","Media & Entertainment",68760000,1954,"Media and Communications"
"Joao Roberto Marinho",2019,"Brazil-Rio de Janeiro","Grupo Globo;Rede Globo","Media & Entertainment",70125000,1954,"Media and Communications"
"Joao Roberto Marinho",2020,"Brazil-Rio de Janeiro","Grupo Globo;Rede Globo","Media & Entertainment",49518000,1954,"Media and Communications"
"Joao Roberto Marinho",2021,"Brazil-Rio de Janeiro","Grupo Globo;Rede Globo","Media & Entertainment",47520000,1954,"Media and Communications"
"Joao Roberto Marinho",2022,"Brazil-Rio de Janeiro","Grupo Globo;Rede Globo","Media & Entertainment",51600000,1954,"Media and Communications"
"Joaquin Guzman Loera",2009,"","","Logistics",33060000,1958,"Industrial Goods and Services"
"Joaquin Guzman Loera",2010,"","","Logistics",32730000,1958,"Industrial Goods and Services"
"Joaquin Guzman Loera",2011,"","","Logistics",32040000,1958,"Industrial Goods and Services"
"Joaquin Guzman Loera",2012,"","","Logistics",31200000,1958,"Industrial Goods and Services"
"Jobst Wagner",2021,"Switzerland-Bern","Rehau","Chemicals",34320000,1960,"Industrial Goods and Services"
"Jobst Wagner",2022,"Switzerland-Bern","Rehau","Chemicals",38700000,1960,"Industrial Goods and Services"
"Joe Gebbia",2015,"United States-California-San Francisco","Airbnb;AirBnb","Technology",58082999,1982,"Technology"
"Joe Gebbia",2016,"United States-California-San Francisco","Airbnb;AirBnb","Technology",100880999,1982,"Technology"
"Joe Gebbia",2017,"United States-California-San Francisco","Airbnb;AirBnb","Technology",1.14e+08,1982,"Technology"
"Joe Gebbia",2018,"United States-California-San Francisco","Airbnb;AirBnb","Technology",108870000,1982,"Technology"
"Joe Gebbia",2019,"United States-California-San Francisco","Airbnb;AirBnb","Technology",103785000,1982,"Technology"
"Joe Gebbia",2020,"United States-California-San Francisco","Airbnb;AirBnb","Technology",112791000,1982,"Technology"
"Joe Gebbia",2021,"United States-California-San Francisco","Airbnb;AirBnb","Technology",327360000,1982,"Technology"
"Joe Gebbia",2022,"United States-California-San Francisco","Airbnb;AirBnb","Technology",2.58e+08,1982,"Technology"
